anime_id,name,genre,type,episodes,rating,members
1314,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",TV,52,6.75,6253
2080,Mahou no Princess Minky Momo: Yume no Naka no Rondo,"Magic, Shoujo",OVA,1,6.75,658
3001,Majokko Megu-chan,"Magic, Shoujo",TV,72,6.75,1139
3818,Mama wa Poyopoyo Saurus ga Osuki,"Comedy, Kids, Slice of Life",TV,52,6.75,348
707,Nanaka 6/17,"Comedy, Drama, Romance, Shounen, Slice of Life",TV,12,6.75,5702
9105,Persona 4 the Golden Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,12,6.75,39165
8503,Pokemon XY: Hakai no Mayu to Diancie,"Adventure, Fantasy, Kids",Movie,1,6.75,9290
6490,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",Movie,1,6.75,4578
2917,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",Special,3,6.75,3999
9849,Ranpo Kitan: Game of Laplace,Mystery,TV,11,6.75,66777
8397,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",TV,12,6.75,83068
632,Shadow Skill (1996),"Adventure, Drama, Fantasy, Shounen",OVA,3,6.75,3210
3535,Shigofumi Picture Drama,Comedy,Special,7,6.75,2804
4299,Space Cobra Pilot,"Action, Adventure, Sci-Fi, Space",Special,1,6.75,873
394,Stratos 4,"Comedy, Military, Sci-Fi, Shounen",TV,13,6.75,6909
6598,Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Historical, Mystery, Supernatural",OVA,1,6.74,536
841,Transformers Galaxy Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,6.75,2790
6881,Utakata Hanabi,Music,Music,1,6.75,1375
323,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,6.75,4750
7656,Yama no Susume: Kabette Kowakunai no?,"Comedy, Slice of Life",Special,1,6.75,7878
275,.hack//Liminality,"Game, Mystery, Sci-Fi",OVA,4,6.74,24304
2264,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,TV,35,6.74,967
1819,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",Music,4,6.74,6650
2495,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",TV,51,6.74,1572
3551,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural",TV,51,6.74,6667
1089,Coyote Ragtime Show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,12,6.74,13036
4241,Dokonjou Gaeru,"Comedy, Slice of Life",TV,103,6.74,378
2429,Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,485
2431,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,405
3919,Fluximation,Music,Music,14,6.74,2240
6105,Freezing Specials,"Action, Comedy, Ecchi",Special,6,6.74,28125
712,Gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",TV,25,6.74,10770
924,Honoo no Mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",TV,13,6.74,12835
3085,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,6.74,122288
4751,Kanokon: Manatsu no Dai Shanikusai,"Ecchi, Romance, Slice of Life",OVA,2,6.74,25804
9758,Ketsuekigata-kun! 2,Comedy,TV,12,6.74,2265
4852,Koro no Dai Sanpo,Adventure,Special,1,6.74,1055
3339,Kuro ga Ita Natsu,"Drama, Historical",Movie,1,6.74,344
972,Love Get Chu,"Comedy, Romance",TV,25,6.74,5725
11507,Love Live! x Watering KissMint Collaboration CM,Music,Special,1,6.73,1729
4901,Madou King Granzort: Saigo no Magical Taisen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,2,6.74,214
4748,Pokonyan!,"Comedy, Fantasy, Kids, Magic",TV,170,6.74,314
5389,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6,6.74,11540
9310,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,Special,6,6.74,3689
6100,Sacred Seven,"Action, School, Sci-Fi, Super Power",TV,12,6.74,47136
7157,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",TV,12,6.74,55635
4445,Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",OVA,7,6.74,1441
3295,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",TV,52,6.74,1486
1342,Sky Girls OVA,"Mecha, Military, Sci-Fi",OVA,1,6.74,5673
2218,Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi, Seinen",OVA,1,6.74,1947
2098,Superflat Monogram,"Adventure, Fantasy",Special,1,6.74,4889
152,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,6.74,17920
3795,White Album,"Drama, Harem, Music, Romance",TV,13,6.74,54376
1785,Wish,Music,Music,1,6.74,5321
6203,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Comedy, Game",Special,3,6.73,5249
2335,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",TV,48,6.73,1715
6333,Appleseed XIII Remix Movie 1: Yuigon,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.74,2478
7693,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama,Movie,1,6.74,365
2516,Baby Baachan,"Comedy, Drama",TV,53,6.73,406
6244,Blood-C,"Action, Horror, School, Supernatural, Vampire",TV,12,6.73,118553
382,Buzzer Beater,"Shounen, Sports",TV,13,6.73,8439
11060,Dagashi Kashi,"Comedy, Shounen, Slice of Life",TV,12,6.73,145468
1082,DNA² OVA,"Comedy, Drama, Sci-Fi",OVA,3,6.73,8003
5429,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",Movie,1,6.73,596
4392,Element Hunters,"Sci-Fi, Shounen",TV,39,6.73,9115
5030,Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",Movie,1,6.73,453
6460,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,"Comedy, Mecha, Sci-Fi",Special,3,6.73,3159
11051,Ghost in the Shell: The New Movie Virtual Reality Diver,"Police, Sci-Fi, Seinen",Special,1,6.73,2575
4469,Gokujou!! Mecha Mote Iinchou,"Comedy, Romance, School, Shoujo",TV,51,6.73,4162
4723,Helen Keller Monogatari: Ai to Hikari no Tenshi,Drama,Movie,1,6.73,285
2190,Hoshi no Kirby,"Action, Adventure, Comedy, Fantasy, Parody",TV,100,6.73,10416
5747,Hyakka Ryouran: Samurai Girls Specials,Ecchi,Special,6,6.73,15446
5797,Inochi no Chikyuu: Dioxin no Natsu,Drama,Movie,1,6.73,335
597,Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama, Shounen",TV,13,6.73,11531
553,Kage kara Mamoru!,"Comedy, Romance, Shounen",TV,12,6.73,17136
4510,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",TV,12,6.73,146631
565,KO Seiki Beast Sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",OVA,7,6.73,1194
7266,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",Movie,1,6.73,507
3123,Midori no Makibao,"Comedy, Sports",TV,61,6.73,488
5991,Nekogami Yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural",TV,12,6.73,12486
2664,Ohayo! Spank,"Comedy, Slice of Life",TV,63,6.73,981
11373,Osomatsu-san Short Film Series,"Comedy, Parody",Special,8,6.73,3051
3364,Ougon Bat,"Action, Sci-Fi, Super Power",TV,52,6.73,446
1183,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.73,2876
4677,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,"Action, Adventure, Ecchi, Fantasy",TV,12,6.73,31256
1123,Saber Marionette R,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,3,6.73,4928
3292,Sasuga no Sarutobi,"Action, Adventure, Comedy, Martial Arts, Romance, Sports",TV,69,6.73,483
5428,Shin Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",TV,25,6.73,562
2290,Shin Cutey Honey,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,6.73,3455
5458,Shin Koihime†Musou: Live Revolution,"Ecchi, Music",OVA,1,6.73,3574
2260,Shounan Bakusouzoku,"Action, Comedy, Shounen",OVA,12,6.73,423
6827,The Hakkenden: Shin Shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",OVA,7,6.73,1127
3377,Time Bokan,"Adventure, Comedy, Mecha",TV,61,6.73,835
4330,Tondemo Senshi Muteking,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",TV,56,6.73,243
6170,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",TV,12,6.73,1993
3924,Toushi Gordian,"Action, Mecha, Sci-Fi",TV,73,6.73,310
1092,Tsuyokiss,"Comedy, Romance, School, Slice of Life",TV,12,6.73,13680
4801,Usavich Special,"Adventure, Comedy",Special,1,6.73,1352
465,Yami to Boushi to Hon no Tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,13,6.73,19237
2096,Akihabara Dennou-gumi,"Adventure, Mecha, Sci-Fi, Shoujo",TV,26,6.72,3935
5833,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",Movie,1,6.72,717
730,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",OVA,3,6.72,3686
2901,Bannou Bunka Neko-Musume Specials,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Special,2,6.72,950
6478,Battle Spirits: Heroes,"Action, Shounen",TV,50,6.71,836
3405,Blue Seed 1.5,"Comedy, Romance, Sci-Fi",OVA,2,6.72,1326
1520,Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",TV,48,6.72,1419
4059,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",OVA,1,6.72,667
3648,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"Adventure, Comedy, Demons, Historical, Supernatural",Special,11,6.72,8496
1689,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,39,6.72,3495
2394,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,6.72,7937
6745,Dirty Pair Flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",OVA,5,6.72,1450
5113,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen",Movie,1,6.72,916
4426,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi, Shounen",Movie,1,6.72,686
201,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,64,6.72,226625
4987,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,6.72,736
6264,Duel Masters Cross,"Action, Adventure, Comedy, Shounen",TV,100,6.72,1062
3553,Entaku no Kishi Monogatari: Moero Arthur,"Adventure, Drama, Historical, Romance",TV,30,6.72,608
3076,Genji Monogatari,"Drama, Historical, Romance",Movie,1,6.72,2773
8007,Ghost in the Shell: Arise - Another Mission,"Action, Mecha, Police, Sci-Fi",Special,1,6.72,6649
1600,Golgo 13: Queen Bee,"Action, Adventure, Drama, Military, Seinen",OVA,1,6.72,4513
379,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance",TV,12,6.72,19053
1738,Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural",OVA,2,6.72,1352
10838,Hibike! Euphonium: Suisougaku-bu no Nichijou,"Comedy, Music, School",Special,7,6.72,12196
8294,Hidamari Sketch: Chou Hidamatsuri Special,Comedy,Special,1,6.72,1496
8619,Inugami-san to Nekoyama-san,"Comedy, School, Shoujo Ai",TV,12,6.72,35872
3509,Juushin Liger,"Action, Mecha, Sci-Fi",TV,43,6.72,575
10937,K: Missing Kings - Manner Movie,Comedy,Movie,1,6.72,3235
464,Kamui no Ken,"Adventure, Drama, Fantasy, Historical, Shounen",Movie,1,6.72,2776
8869,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,6.72,38301
6191,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",OVA,1,6.72,2177
4400,Metal Fight Beyblade,"Adventure, Comedy, Sports",TV,51,6.72,13898
2517,Mobile Police Patlabor: MiniPato,Parody,OVA,3,6.72,1831
3192,Naisho no Tsubomi,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural",OVA,3,6.72,5135
5112,Nils no Fushigi na Tabi (Movie),"Adventure, Fantasy, Kids",Movie,1,6.72,408
12225,Nobunaga no Shinobi Episode 0,"Comedy, Historical",Special,1,6.74,937
1200,One Pound Gospel,"Comedy, Romance, Seinen, Sports",OVA,1,6.72,1724
4174,Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",Movie,1,6.72,5846
1061,Sakura Taisen: Ouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,4,6.72,2890
3694,Seton Doubutsuki: Kuma no Ko Jacky,"Adventure, Drama, Historical",TV,26,6.72,819
3210,Telepathy Shoujo Ran,"Fantasy, School",TV,26,6.72,5611
5333,Tentai Senshi Sunred: Short Corner,"Comedy, Parody, Seinen, Super Power",Special,4,6.72,503
2090,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,Historical,TV,26,6.72,444
2199,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"Adventure, Comedy, Kids",OVA,1,6.72,1239
2092,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,39,6.72,2524
3412,Turn A Gundam I Movie: Earth Light,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.72,2444
3541,Uchuu Taitei God Sigma,"Action, Mecha, Space",TV,50,6.72,353
4692,Video Senshi Lezarion,"Action, Mecha, Sci-Fi",TV,45,6.72,344
418,Weiß Kreuz Glühen,"Action, Drama, Shounen",TV,13,6.72,7043
9953,Yaoguai Mingdan,"Action, Comedy, Ecchi, Fantasy, Romance",ONA,18,6.72,4388
5556,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,6.72,173216
1039,.hack//Intermezzo,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Special,1,6.71,16637
5501,Akai Ito,"Drama, Romance, Slice of Life",Special,1,6.71,1648
1072,Alien 9,"Horror, School, Sci-Fi",OVA,4,6.71,15425
3344,Ashita e Free Kick,Sports,TV,52,6.71,1012
1518,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",Movie,1,6.71,5334
346,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,6.71,6402
7398,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",Special,1,6.71,1029
10291,Dance with Devils,"Demons, Harem, Romance, Shoujo, Supernatural",TV,12,6.71,38618
2551,Galactic Patrol Lensman,"Action, Adventure, Sci-Fi",TV,25,6.71,487
1887,Gekiganger 3: The Movie,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,1,6.71,2562
3570,Ginga Shippuu Sasuraiger,"Action, Adventure, Mecha",TV,43,6.71,399
11227,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",TV,13,6.71,2791
9784,Hikari no Megami,"Action, Fantasy",Special,1,6.71,2304
1675,Jagainu-kun,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",TV,26,6.71,1012
1894,Kero Kero Chime,"Adventure, Comedy, Fantasy",TV,30,6.71,567
969,Kishin Houkou Demonbane (TV),"Action, Ecchi, Harem, Magic, Mecha, Romance, Shounen",TV,12,6.71,25443
5061,Kurogane no Linebarrels Specials,"Action, Comedy, Ecchi, Mecha",Special,2,6.71,3681
4661,Kurokami: Intermission,"Action, Martial Arts, Super Power",Special,1,6.71,4186
8339,Kyousou Giga (TV) Recaps,"Action, Fantasy, Supernatural",Special,2,6.71,7322
1468,Massugu ni Ikou.,"Comedy, Josei, Romance, Slice of Life",TV,4,6.71,1451
1644,Master Mosquiton 99,"Action, Adventure, Comedy, Supernatural, Vampire",TV,26,6.71,2320
585,Natsu-iro no Sunadokei,"Drama, Romance, Sci-Fi",OVA,2,6.71,6327
11764,Nijiiro Days OVA,"Comedy, Romance, School, Shoujo, Slice of Life",OVA,1,6.73,4088
3825,Pokemon: Pika Pika Hoshizora Camp,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.71,10143
7976,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,"Comedy, Music, Slice of Life",Special,6,6.71,2284
11363,Qualidea Code,"Action, Magic, Supernatural",TV,12,6.71,56854
6165,Sengoku Otome: Momoiro Paradox,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,6.71,27080
3695,Seton Doubutsuki: Risu no Banner,"Drama, Kids",TV,26,6.71,669
7214,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Comedy, Fantasy, Supernatural",Special,8,6.71,4982
4898,Shugo Chara! Party!,"Comedy, Magic, School, Shoujo",TV,25,6.71,41469
1830,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.71,2584
8430,Teekyuu 2 Specials,"Comedy, School, Shounen, Sports",Special,2,6.71,5666
831,Tokkou,"Action, Comedy, Horror, Mystery, Police, Supernatural",TV,13,6.71,30836
1925,Touka Gettan,"Drama, Romance, Supernatural",TV,26,6.71,13921
4804,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,"Comedy, Fantasy, Supernatural",Special,1,6.71,2484
1028,Windaria,"Action, Drama, Fantasy, Romance, Sci-Fi",Movie,1,6.71,4905
4734,Yokuwakaru Gendaimahou 00,"Comedy, Magic",Special,1,6.71,4991
2963,Yuusha Exkaiser,"Action, Mecha, Sci-Fi, Shounen",TV,48,6.71,648
1521,Bomberman B-Daman Bakugaiden V,"Sci-Fi, Shounen",TV,50,6.7,932
1593,Di Gi Charat Summer Special 2000,Comedy,Special,4,6.7,1685
1548,Eat-Man,"Action, Adventure, Sci-Fi, Shounen, Super Power",TV,12,6.7,4041
5411,Fushigi Mahou Fun Fun Pharmacy,"Kids, Magic",TV,48,6.7,802
1880,Gall Force 1: Eternal Story,"Action, Adventure, Mecha, Military, Sci-Fi, Space",Movie,1,6.7,2780
3604,Grenadier: Hohoemi no Senshi Specials,"Comedy, Ecchi, Parody",Special,7,6.7,4220
2584,Hana no Mahoutsukai Mary Bell,"Adventure, Fantasy, Magic, Shoujo",TV,50,6.7,1033
759,Narue no Sekai,"Comedy, Romance, Sci-Fi",TV,12,6.7,11544
1906,NG Knight Ramune &amp; 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,"Adventure, Comedy, Fantasy, Shounen",OVA,3,6.7,421
11163,Ojisan to Marshmallow,"Comedy, Slice of Life",TV,12,6.7,31005
1801,Onkyo Seimeitai Noiseman,"Action, Fantasy, Sci-Fi",Movie,1,6.7,5295
378,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy, Magic",OVA,1,6.7,1030
7060,Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy, Kids, Music",Movie,1,6.7,3937
3869,Pokemon: Pikachu no Fuyuyasumi,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.7,8135
10373,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"Fantasy, Magic, Music, Shoujo",Music,1,6.7,501
7332,Puchimas!: Petit iDOLM@STER Episode 0,"Comedy, Music, Slice of Life",OVA,1,6.7,3038
6305,R-15,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.7,53617
13,Ring ni Kakero 1,"Action, Shounen, Sports",TV,12,6.7,2224
8975,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.7,297
11759,Sansha Sanyou Specials,"Comedy, School, Slice of Life",Special,3,6.7,2177
443,To Heart,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.7,16757
1803,Trava: Fist Planet,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,4,6.7,8535
5175,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,"Mecha, Sci-Fi",Movie,1,6.7,252
8325,Viva Namida,Music,Music,1,6.7,2376
11450,12-sai.: Chicchana Mune no Tokimeki,"Romance, School, Shoujo",TV,12,6.69,12768
3807,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12,6.69,91453
6257,Anemone,"Drama, Magic, Supernatural",OVA,1,6.69,2466
4637,Atarashii Sekai,Music,Music,1,6.69,1477
351,Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,12,6.69,4038
4623,Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power",TV,35,6.69,1366
2581,Candy Candy: Haru no Yobigoe,"Drama, Shoujo, Slice of Life",Movie,1,6.69,967
98,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,13,6.69,24902
217,Girls Bravo: First Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School",TV,11,6.69,84395
11415,Girls und Panzer: Nihon Senshadou Renmei News,Comedy,Special,2,6.69,1134
878,Glass no Kantai: La Legende du Vent de l&#039;Univers,"Adventure, Sci-Fi",TV,24,6.69,8052
2873,Guitar wo Motta Shounen: Kikaider vs. Inazuman,"Sci-Fi, Shounen",Special,1,6.69,678
779,Joshikousei: Girl&#039;s High,"Comedy, Drama, Ecchi, School, Slice of Life",TV,12,6.69,22982
2024,Jumping,Adventure,Movie,1,6.69,2341
1428,Jungle Taitei,"Adventure, Kids, Shounen",TV,52,6.69,3067
1506,Karakuri no Kimi,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",OVA,1,6.69,2884
6066,Kämpfer für die Liebe,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,6.69,37047
386,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi, Slice of Life",TV,12,6.69,57646
1647,Kyoushirou to Towa no Sora,"Drama, Magic, Romance, Shounen",TV,12,6.69,28280
5993,Maken-Ki!,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,12,6.69,104182
4903,Miracle☆Train: Oedo-sen e Youkoso,"Fantasy, Shoujo",TV,13,6.69,13898
2253,Mori no Densetsu,"Adventure, Drama, Fantasy, Music",Movie,1,6.69,1032
5904,Morita-san wa Mukuchi,"Comedy, School, Slice of Life",OVA,1,6.69,6636
3506,Mouse and His Child,Adventure,Movie,1,6.69,211
3902,Mushrambo (2008),"Action, Adventure, Fantasy, Sci-Fi",OVA,2,6.69,831
1220,Parasite Dolls,"Action, Mecha, Police, Sci-Fi",OVA,3,6.69,6156
4596,Psychoarmor Govarian,"Action, Mecha, Sci-Fi, Super Power",TV,26,6.69,352
7208,RDG: Red Data Girl,"Fantasy, Magic",TV,12,6.69,67100
4251,RESTOL: Special Rescue Team,"Action, Adventure, Mecha, Police",TV,26,6.69,284
11110,Rewrite,"Action, Comedy, Romance, School, Supernatural",TV,13,6.69,71545
6063,Seikon no Qwaser II,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168
5311,Soukou Kihei Votoms: Case; Irvine,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.69,1710
910,Star Ocean EX,"Adventure, Fantasy, Sci-Fi, Shounen",TV,26,6.69,9024
884,Street Fighter Zero The Animation,"Action, Drama, Martial Arts, Shounen, Super Power",Movie,1,6.69,10118
8666,Teekyuu 3 Specials,"Comedy, School, Shounen, Sports",Special,2,6.69,4932
838,Transformers Headmasters,"Adventure, Mecha, Sci-Fi, Shounen",TV,35,6.69,1768
680,Trouble Chocolate,"Comedy, Romance, Sci-Fi, Shounen",TV,20,6.69,2747
4479,Tsuki no Waltz,Music,Music,1,6.69,1499
4923,Yoroshiku Mechadock,"Action, Cars, Comedy, Police, Sports",TV,30,6.69,346
3298,Yume no Hoshi no Button Nose,"Adventure, Kids",TV,26,6.69,400
2740,Yumedamaya Kidan,"Drama, Fantasy",Special,1,6.69,1957
2158,Amon: Devilman Mokushiroku,"Demons, Horror, Psychological, Supernatural",OVA,1,6.68,7706
6336,Appleseed XIII Remix Movie 2: Yogen,"Action, Mecha, Military, Police, Sci-Fi",Movie,1,6.68,2423
7472,Arata Kangatari,"Adventure, Fantasy, Shounen",TV,12,6.68,38819
11600,Brave Witches,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,6.68,19544
6500,Busou Shinki Moon Angel,"Action, Sci-Fi",ONA,10,6.68,9743
4579,Chargeman Ken!,"Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427
265,Comic Party,"Comedy, Drama",TV,13,6.68,12988
651,Comic Party Revolution,"Comedy, Drama",TV,13,6.68,6690
1524,Cosmo Warrior Zero,"Action, Adventure, Military, Sci-Fi, Space",TV,13,6.68,2613
1509,Cutey Honey,"Action, Adventure, School, Sci-Fi",TV,25,6.68,6596
1073,Detonator Orgun,"Action, Mecha, Sci-Fi",OVA,3,6.68,2809
6542,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,6.68,11963
341,Fake,"Comedy, Mystery, Police, Romance, Shounen Ai",OVA,1,6.68,10926
9983,Ghost in the Shell Arise Episode: [.jp],Action,Special,1,6.68,2209
4908,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,"Drama, Fantasy, Mystery",Movie,1,6.68,1062
11083,Haikyuu!! Quest Picture Drama,"Comedy, Fantasy, Game, Shounen",OVA,3,6.68,3297
8063,Hyakka Ryouran: Samurai Bride Specials,"Comedy, Ecchi",Special,6,6.68,6337
1540,iDOLM@STER Xenoglossia,"Action, Comedy, Mecha, Sci-Fi",TV,26,6.68,15338
7772,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",TV,12,6.68,69526
9015,Kakumei no Wakaki Sora,"Drama, Historical",OVA,1,6.68,379
5187,Kanokon: Manatsu no Dai Shanikusai Specials,Ecchi,Special,2,6.68,10513
6039,Kizuna Ichigeki,"Comedy, Martial Arts",Movie,1,6.68,4128
2357,Kojika Monogatari,Drama,TV,52,6.68,291
5896,Kuragehime: Eiyuu Retsuden☆,"Comedy, Josei, Slice of Life",Special,4,6.68,9748
3643,Kurenai Sanshirou,"Action, Martial Arts, Sports",TV,26,6.68,603
4756,Kyuukyoku Choujin R,"Comedy, Sci-Fi",OVA,1,6.68,492
3307,Little Lulu to Chicchai Nakama,"Comedy, Kids, Slice of Life",TV,26,6.68,363
8470,Nihonbashi Koukashita R Keikaku,Music,Music,1,6.68,1325
